,N,P_CODE,NRM_REGION,REEF,DEPTH,VISIT_NO,LATITUDE,LONGITUDE,Date,subregion,A,AB,HC,SC,CoralCover,MA,ST,Acr,RANK,DISTURBANCE,STORM_NAME,DISTURBANCE_DATE,juv5.d.nf,juv5.abun.nf,MAprop,yr,DateRange,NumYearsInRange,Change.score.linear.mean,CoralCover.score,juv.score,ma.score,gen.composition,composition.score
147,834,IN,Mackay Whitsunday,Daydream,2,16,-20.25561667,148.8124167,13/06/2020,Proserpine,59.5625,38.9375,0.625,0.1875,0.8125,36.625,0.75,0.0625,1,b,,1/02/2020,4.791260266,101,61.49003148,2020,2017 - 2020,4,0,0.010833333,0.413661448,0,-0.245591299,0
148,838,IN,Mackay Whitsunday,Daydream,2,17,-20.25561667,148.8124167,16/06/2021,Proserpine,65.73899371,33.57311321,0.250393082,0.0625,0.312893082,42.77397799,1,0.187893082,1,n,,NA,4.794047074,108.5,65.06637168,2021,2018 - 2021,4,0,0.004171908,0.413860505,0,0.263435508,0
149,847,IN,Mackay Whitsunday,Daydream,2,18,-20.25561667,148.8124167,10/07/2022,Proserpine,70.25,27.8125,1.1875,0.125,1.3125,40.5,0,0.625,1,n,,NA,7.04444521,168.5,57.65124555,2022,2019 - 2022,4,0.5,0.0175,0.574603229,0,0.08420937,0
150,851,IN,Mackay Whitsunday,Daydream,2,19,-20.25561667,148.8124167,28/06/2023,Proserpine,72.875,25.125,1.625,0,1.625,35.4375,0,0.5625,1,n,,NA,8.664550652,211.5,48.62778731,2023,2020 - 2023,4,0.429497093,0.021666667,0.690325047,0,-0.271737979,0
151,859,IN,Mackay Whitsunday,Daydream,2,20,-20.25561667,148.8124167,18/07/2024,Proserpine,71.70676101,24.40683962,3.071933962,0.376572327,3.448506289,44.59984277,0,1.315251572,1,n,,NA,7.497224716,183,62.19754196,2024,2021 - 2024,4,0.466112494,0.045980084,0.606944623,0,-0.02929443,0
152,869,IN,Mackay Whitsunday,Daydream,5,1,-20.25575,148.81215,12/07/2005,Proserpine,36.6875,13.75,44.5,4.3125,48.8125,0.125,1.3125,38.5625,NA,NA,NA,NA,11.58408301,74.5,0.340715503,2005,2002 - 2005,1,NA,0.650833333,0.898863072,1,0.648459523,0.5
153,874,IN,Mackay Whitsunday,Daydream,5,2,-20.25575,148.81215,4/05/2006,Proserpine,39.86881084,8.694146337,45.67245974,5.185023335,50.85748307,0.3125,0.255360934,40.25150272,1,n,,NA,8.280987898,56.5,0.78382072,2006,2003 - 2006,2,0.356577355,0.678099774,0.662927707,1,0.661459512,0.5
154,885,IN,Mackay Whitsunday,Daydream,5,3,-20.25575,148.81215,26/06/2007,Proserpine,32.4375,12.4375,48.625,6.3125,54.9375,0.0625,0.25,42.3125,1,n,,NA,8.053235683,87,0.192678227,2007,2004 - 2007,3,0.396721864,0.7325,0.646659692,1,0.716936035,0.5
155,895,IN,Mackay Whitsunday,Daydream,5,4,-20.25575,148.81215,16/06/2008,Proserpine,34.46287616,18.97056365,41.61723788,4.509453865,46.12669174,0,3.004716981,35.52987919,1,d,,NA,3.460762129,40.5,0,2008,2005 - 2008,4,0.264481243,0.615022557,0.300935837,1,0.713870131,0.5
156,902,IN,Mackay Whitsunday,Daydream,5,5,-20.25575,148.81215,21/07/2009,Proserpine,33.57258065,23.12701613,41.16935484,1.566532258,42.7358871,0.1875,0.6875,34.15322581,1,n,,NA,5.18099688,57,0.558491472,2009,2006 - 2009,4,0.198360932,0.569811828,0.441499777,1,0.624688208,0.5
157,909,IN,Mackay Whitsunday,Daydream,5,6,-20.25575,148.81215,20/06/2010,Proserpine,47.03006329,26.17563291,24.35363924,2.190664557,26.5443038,0.0625,1.064873418,19.70411392,1,s,Ului,20/03/2020,2.735074478,42,0.132893719,2010,2007 - 2010,4,0.145622125,0.353924051,0.237832563,1,0.628303709,0.5
158,919,IN,Mackay Whitsunday,Daydream,5,7,-20.25575,148.81215,25/05/2011,Proserpine,38.57783019,37.09984277,21.19261006,3.004716981,24.19732704,0.750786164,3.689072327,16.87893082,1,n,,NA,3.598088245,51.5,1.946159646,2011,2008 - 2011,4,0,0.322631027,0.312877239,0.946771661,0.577094413,0
159,926,IN,Mackay Whitsunday,Daydream,5,8,-20.25575,148.81215,25/07/2012,Proserpine,34.625,35.6875,26.4375,2.625,29.0625,0.4375,6.5,19.75,1,n,,NA,5.275576612,66,1.263537906,2012,2009 - 2012,4,0.197929302,0.3875,0.448255472,1,0.605876699,0
160,931,IN,Mackay Whitsunday,Daydream,5,9,-20.25575,148.81215,4/07/2013,Proserpine,40.04756289,31.82154088,24.25,3.191823899,27.4418239,0.941823899,1.564465409,18.67963836,1,n,,NA,7.913138137,106.5,2.351763332,2013,2010 - 2013,4,0.197929302,0.365890985,0.636652724,0.901303147,0.590762942,0
161,940,IN,Mackay Whitsunday,Daydream,5,10,-20.25575,148.81215,7/05/2014,Proserpine,47.8125,19.6875,28.1875,3.625,31.8125,1.25,0.6875,20.9375,1,n,,NA,9.632164886,155.5,2.614379085,2014,2011 - 2014,4,0.296678356,0.424166667,0.759440349,0.8718637,0.598117751,0
162,1277,IN,Mackay Whitsunday,Daydream,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2012 - 2015,4,0.395571142,0.424166667,0.759440349,0.8718637,NA,0
163,956,IN,Mackay Whitsunday,Daydream,5,12,-20.25575,148.81215,4/05/2016,Proserpine,37.28459119,17.81603774,40.70872642,3.940251572,44.64897799,0.3125,0.5625,33.45440252,1,n,,NA,15.01666034,197.5,0.838147851,2016,2013 - 2016,4,0.458556028,0.595319706,1,1,0.647768574,0.5
164,960,IN,Mackay Whitsunday,Daydream,5,13,-20.25575,148.81215,6/07/2017,Proserpine,28.1875,67.0625,4.25,0.125,4.375,0.1875,5.5625,1.5,1,s,Debbie,28/03/2020,1.265300021,12.5,0.66518847,2017,2014 - 2017,4,0.687834042,0.058333333,0.110026089,1,0.071744718,0
165,970,IN,Mackay Whitsunday,Daydream,5,14,-20.25575,148.81215,14/06/2018,Proserpine,52.4375,44.25,3.25,0,3.25,4.5625,2.625,1.625,1,n,,NA,2.191492525,36.5,8.700834327,2018,2015 - 2018,4,0.391371282,0.043333333,0.190564567,0.189566948,0.029716157,0
166,1278,IN,Mackay Whitsunday,Daydream,5,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2016 - 2019,4,0.391371282,0.043333333,0.190564567,0.189566948,NA,0
167,983,IN,Mackay Whitsunday,Daydream,5,16,-20.25575,148.81215,13/06/2020,Proserpine,50,46.25,2.875,0.125,3,6.25,1.875,1.0625,1,b,,1/02/2020,14.02222703,214,12.5,2020,2017 - 2020,4,0,0.04,1,0,-0.151141248,0
168,990,IN,Mackay Whitsunday,Daydream,5,17,-20.25575,148.81215,16/06/2021,Proserpine,58.3125,37.1875,3.125,0.3125,3.4375,4.875,2,1.5,1,n,,NA,15.1618111,277.5,8.360128617,2021,2018 - 2021,4,0.126782568,0.045833333,1,0.227760345,-0.014323139,0
169,998,IN,Mackay Whitsunday,Daydream,5,18,-20.25575,148.81215,10/07/2022,Proserpine,62.375,31.375,5.25,0.25,5.5,7.8125,0,2.625,1,n,,NA,15.93006961,328,12.5250501,2022,2019 - 2022,4,0.473111455,0.073333333,1,0,0.032830913,0
170,1011,IN,Mackay Whitsunday,Daydream,5,19,-20.25575,148.81215,28/06/2023,Proserpine,62.9375,28.8125,6.4375,0.5625,7,1.4375,0,3.1875,1,n,,NA,17.89894956,375.5,2.284011917,2023,2020 - 2023,4,0.464163484,0.093333333,1,0.908898138,0.239371409,0
171,1021,IN,Mackay Whitsunday,Daydream,5,20,-20.25575,148.81215,18/07/2024,Proserpine,60.125,27.8125,9.875,0.9375,10.8125,6.6875,0,4.4375,1,n,,NA,17.29939421,343.5,11.12266112,2024,2021 - 2024,4,0.535308222,0.144166667,1,0,0.062590278,0
172,755,IN,Mackay Whitsunday,Dent,2,1,-20.34495,148.9381833,15/07/2005,Proserpine,32.15762579,2.691430818,48.75393082,9.759040881,58.5129717,0.439072327,0.500393082,19.76022013,NA,NA,NA,NA,7.718714869,41.5,1.365375448,2005,2002 - 2005,1,NA,0.780172956,0.622765348,1,0.202016825,0.5
173,767,IN,Mackay Whitsunday,Dent,2,2,-20.34495,148.9381833,8/05/2006,Proserpine,24.125,4,57.8125,10.4375,68.25,0.125,0.0625,24.3125,1,n,,NA,7.018355254,30,0.518134715,2006,2003 - 2006,2,1,0.91,0.572739661,1,0.161185907,0
174,772,IN,Mackay Whitsunday,Dent,2,3,-20.34495,148.9381833,27/06/2007,Proserpine,29.45042692,3.37895072,50.00375667,11.88722534,61.89098201,0.188291139,0.500393082,22.58969728,1,d,,NA,5.353809572,54.5,0.639349439,2007,2004 - 2007,3,0.5,0.825213093,0.453843541,1,0.196034652,0.5
175,1279,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2005 - 2008,4,0.5,0.825213093,0.453843541,1,NA,0.5
176,780,IN,Mackay Whitsunday,Dent,2,5,-20.34495,148.9381833,22/07/2009,Proserpine,30.13306452,3.572580645,53.81854839,9.538306452,63.35685484,0.0625,0,25.25201613,1,n,,NA,4.957863658,49.5,0.207413355,2009,2006 - 2009,4,0.463130571,0.844758065,0.42556169,1,0.232310619,1
177,1280,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2007 - 2010,4,0.194695857,0.844758065,0.42556169,1,NA,1
178,789,IN,Mackay Whitsunday,Dent,2,7,-20.34495,148.9381833,24/05/2011,Proserpine,32.27760031,9.276495701,44.69242596,9.736515803,54.42894176,0.0625,1.064868442,19.16641291,1,s,Ului,20/03/2020,3.332390499,37.5,0.193632734,2011,2008 - 2011,4,0.389391713,0.725719224,0.289773087,1,0.186706784,0.5
179,1281,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2009 - 2012,4,0.389391713,0.725719224,0.289773087,1,NA,0.5
180,802,IN,Mackay Whitsunday,Dent,2,9,-20.34495,148.9381833,3/07/2013,Proserpine,29.06836268,6.817680686,51.23571879,9.147628444,60.38334723,0.0625,0.375,24.15273588,1,n,,NA,6.141622703,62.5,0.21501039,2013,2010 - 2013,4,0.548659059,0.805111296,0.510115907,1,0.234074749,1
181,1282,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2011 - 2014,4,0.548659059,0.805111296,0.510115907,1,NA,1
182,808,IN,Mackay Whitsunday,Dent,2,11,-20.34495,148.9381833,10/07/2015,Proserpine,26.52987421,2.501179245,58.45794025,8.882861635,67.34080189,0.500786164,0.750786164,28.42649371,1,n,,NA,4.225782777,40.5,1.887631127,2015,2012 - 2015,4,0.597426098,0.897877358,0.367459372,1,0.237006827,1
183,1283,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2013 - 2016,4,0.597426098,0.897877358,0.367459372,1,NA,1
184,815,IN,Mackay Whitsunday,Dent,2,13,-20.34495,148.9381833,5/07/2017,Proserpine,51.6875,11.25,31.8125,3.75,35.5625,0.3125,1.5,11.5,1,s,Debbie,28/03/2020,1.137702711,17.5,0.604594921,2017,2014 - 2017,4,0.646193136,0.474166667,0.098930671,1,0.15083837,0
185,1284,IN,Mackay Whitsunday,Dent,2,NA,NA,NA,NA,Proserpine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2015 - 2018,4,0.646193136,0.474166667,0.098930671,1,NA,0
186,826,IN,Mackay Whitsunday,Dent,2,15,-20.34495,148.9381833,10/07/2019,Proserpine,64.0625,7.3125,19.875,6.6875,26.5625,1.4375,1.8125,3.875,1,d,,NA,1.797052463,33.5,2.243902439,2019,2016 - 2019,4,0,0.354166667,0.156265432,1,-0.018859621,0
187,831,IN,Mackay Whitsunday,Dent,2,16,-20.34495,148.9381833,25/06/2020,Proserpine,64.4375,7.9375,22.125,3.9375,26.0625,3.625,0.3125,0.625,1,n,,NA,2.374362823,44.5,5.625606208,2020,2017 - 2020,4,0.249365686,0.3475,0.206466332,0.736296106,-0.294208639,0
188,841,IN,Mackay Whitsunday,Dent,2,17,-20.34495,148.9381833,16/06/2021,Proserpine,66.5,5.1875,20.8125,5.625,26.4375,8.375,0.375,1,1,n,,NA,2.648365934,51,12.59398496,2021,2018 - 2021,4,0.166243791,0.3525,0.23029269,0,-0.280127242,0
189,846,IN,Mackay Whitsunday,Dent,2,18,-20.34495,148.9381833,9/07/2022,Proserpine,66.875,3.5,20.75,6.125,26.875,8.8125,0,1.5625,1,n,,NA,2.199769166,50.5,13.17757009,2022,2019 - 2022,4,0.124682843,0.358333333,0.191284275,0,-0.196913405,0
190,853,IN,Mackay Whitsunday,Dent,2,19,-20.34495,148.9381833,27/06/2023,Proserpine,66.50157233,3.136792453,20.34944969,7.885220126,28.23466981,9.689465409,0,1.191823899,1,n,,NA,3.776037097,82,14.57028017,2023,2020 - 2023,4,0.124682843,0.376462264,0.328351052,0,-0.244928937,0
