"","rAc","res"
"1",0.0962483405912768,0.0180010406290017
"2",0.189061038209743,-0.000236943956941445
"3",0.248092238827795,-0.00737948937232378
"4",0.179281711114832,0.000198433763733805
"5",0.17880705705152,-0.000208593995980521
"6",0.151406779113993,0.00947958579859593
"7",0.281411087128211,-0.00884028805786716
"8",0.150187593533227,0.0110921040611912
"9",0.143373726480606,0.0128412558558957
"10",0.125546223081778,0.0116066761530761
"11",0.313509178406849,-0.0245525202628182
"12",0.0639677133524685,0.0207215024445665
"13",0.158156774964723,0.00872346044233283
"14",0.354001559934079,-0.0198409981590402
"15",0.0732814697740307,0.0202304371919774
"16",0.165161299196132,0.0078154774486785
"17",0.19977399881439,-0.00193026867782672
"18",0.278082979952968,-0.0182048430974422
"19",0.167127374694877,0.0061560249588436
"20",0.129423056555227,0.00512466049044129
"21",-0.0055704124901144,0.0328258638870518
"22",0.181308120279469,0.000753352014403676
"23",0.0906529878047205,0.013214412351761
"24",0.225356848692795,-0.00588805439919939
"25",0.116395035050815,0.00927119663874994
"26",0.201419543872841,0.00685922364715849
"27",0.20927392399027,0.000733834797106627
"28",0.288783361693862,-0.0143853308673139
"29",0.292889128325855,-0.0152064715951031
"30",-0.0495825032010945,0.0393435522293622
"31",0.0167309938009535,0.0310176611158553
"32",0.43648167316593,-0.0374518470871394
"33",0.104138686438943,0.00796542590334932
"34",0.207914620474673,-0.00608584321215141
"35",0.237843950072744,-0.0107152900853242
"36",0.301798170656214,-0.0156516932083097
"37",0.115839688404454,0.0168570614282727
"38",0.180662942297178,0.00167429560220452
"39",0.324367864280956,-0.0166349814257495
"40",0.145454596776369,0.00502506925402861
"41",0.439556326866731,-0.033093399541996
"42",0.203374317061394,-1.40330077226158e-06
"43",0.304806294255926,-0.0232565885054816
"44",0.20664653880081,-0.00417601225253161
"45",0.186554840729313,0.00137658501707526
"46",0.286447946304956,-0.0118307670318191
"47",0.0963442164326297,0.0096322869429904
"48",0.00706105096382391,0.0295832020094923
"49",0.301848846003683,-0.00911869055002323
"50",0.2235181338334,-0.000288809435756771
"51",0.00852173912868031,0.0302029010921388
"52",0.177191274208614,0.00292518483206123
"53",0.277569557913047,-0.0103302065022356
"54",0.358829798037581,-0.0243442769449242
"55",0.257225931507322,-0.0114224420113627
"56",0.126857646857106,0.0149258919338713
"57",0.224775631127287,-0.00354695021121186
"58",0.0972786847747056,0.0196778864601848
"59",0.314246579227983,-0.0135885043748027
"60",0.0174506101195788,0.0270385773477235
"61",0.310729460041141,-0.0271206964356496
"62",0.0681719214644051,0.0158911453507209
"63",0.19182114410947,-0.00253191994632267
"64",0.217068166499638,-0.00173613313145006
"65",0.219081355912611,-0.00584631344026239
"66",0.0907288386834335,0.0200669062899534
"67",0.168807831610526,0.0104462637284577
"68",0.118623898239503,0.0164685169088882
"69",0.208782836485656,-0.00135856371281982
"70",0.3412182158318,-0.0139749114570997
"71",0.213121741495535,-0.00151502405891635
"72",0.222792571459908,-8.70183914916597e-05
"73",0.294932022056684,-0.0174049767652399
"74",0.0769688587452534,0.0132184872794549
"75",0.207707565078339,-0.000466335420445746
"76",0.208184615887915,-0.0026840682712952
"77",0.217779698600361,-0.00620828392850476
"78",0.168990615268688,0.0065846649816508
"79",0.303404395379298,-0.0191342858584305
"80",0.241792527221243,-0.00119078349717147
"81",0.178998819308111,0.000670541166519591
