"","rAc","res"
"1",0.859824369246181,-0.00164675077995753
"2",0.878529059543263,-0.000163418632721362
"3",0.748975846407654,0.0146275903028682
"4",0.913421031338083,-0.000610061302879721
"5",0.8714542023363,-0.00022704896039164
"6",1.31559593066238,-0.0563913395402306
"7",0.976855295636871,-0.0253891819356299
"8",0.930308283331004,-0.00835529471475572
"9",0.875019317024594,-0.00575064291996533
"10",1.19910606104011,-0.0450451869165364
"11",1.04603719024738,-0.0244734721482219
"12",1.02689573225702,-0.0228748549494674
"13",0.945091349933146,-0.0191050758433711
"14",1.02036040442537,-0.0179720209634167
"15",0.945665973543227,-0.012626237893826
"16",0.963866191259675,-0.0195314773087378
"17",0.772440821696634,0.0127471920972415
"18",0.998047341251361,-0.0156361778147489
"19",1.04963936999676,-0.0160275683770052
"20",0.953081231505113,-0.00699999763611061
"21",1.07674491630051,-0.0295804665977679
"22",1.06577597113787,-0.0200792476168516
"23",0.93273758242673,-0.00419076806754317
"24",1.17579808305423,-0.0373875633255141
"25",1.02952149128676,-0.0129138496497955
"26",0.698435519893064,0.0179635774209644
"27",0.874307536951909,-0.00713441902759962
"28",0.68337371740323,0.0284337364179134
"29",0.938651128096656,-0.000979381791616203
"30",0.703854815925153,0.0266234604299968
"31",0.823667155695587,-0.00565956408794644
"32",0.969726709391009,-0.013947257292559
"33",0.906925952749353,0.00384047488655463
"34",0.883065183500607,-0.0017632319162062
"35",1.07568287758546,-0.0330253842822743
"36",0.901639812975762,0.000608680191725622
"37",1.20560567675717,-0.045205391690932
"38",0.924740586084597,-0.0173919108107132
"39",1.01747388337513,-0.0164149850684345
"40",1.06701060490506,-0.0349583276296107
"41",0.905131732119341,-0.00277247011032747
"42",0.834175241875545,0.00798146540452557
"43",0.898204792480545,0.000220097579602251
"44",0.985518053212453,-0.00635253316115472
"45",0.992153263410378,-0.00862441278950141
"46",1.07986303140605,-0.0260641556596643
"47",0.852343319978921,9.70395675141678e-05
"48",1.12203458651975,-0.0281165979468723
"49",0.554806225067973,0.0428918527690581
"50",0.895388237624942,-0.0112693992000548
"51",0.819615569436312,0.00193774786139241
"52",0.65977440688651,0.0234349282317434
"53",0.820446195595791,0.00227343312174469
"54",0.878014015451174,0.00393424978817317
"55",0.783603132639142,0.00613283609288254
"56",1.0815038441463,-0.0380268751928324
"57",0.88835252451851,-0.00987021367725008
"58",0.752075348252049,0.016009638343691
"59",0.80385204795303,0.00623558062347125
"60",0.804741892497687,0.00662167607833651
"61",0.806094722070869,0.0214442340857067
"62",0.934273274333335,-0.0104990725584799
"63",0.817421186869157,0.0049976151406833
"64",0.93034193566805,-0.00911451483008934
"65",0.983537782950792,-0.00850388680605487
"66",0.921195565538438,-0.00895022313706825
"67",0.825847197115024,-0.000596167701668433
"68",1.02997981421345,-0.00261331779462729
"69",0.963310697480403,-0.00345083475562296
"70",0.760075704693202,0.0170526897456729
"71",1.01683511536968,-0.0162270252082541
"72",0.671134018888146,0.0299041713621989
"73",1.05737049212618,-0.0304678264876952
"74",1.11731665168958,-0.0294890313736891
"75",0.926055555129529,-0.00316549820619375
"76",0.852021091895775,0.00945174817547637
"77",0.870184302602661,0.00212276490677991
"78",0.933369658616361,-0.00202392255375864
"79",1.05038182412765,-0.0343125947257984
"80",1.11410323456048,-0.0311085174219901
"81",0.824442666354172,0.00870522926152768
"82",0.895362238081851,-0.00146270825783369
"83",1.05702969984236,-0.0165409923592685
"84",0.788693729017825,0.000149353189155894
"85",0.937753263226208,-0.00361523671194422
"86",0.793913128273409,0.0285952210334669
"87",0.880626172384739,-0.00964110197724606
"88",1.04423354577675,-0.0294822469730273
"89",0.830990713185087,0.00333466860317153
"90",1.03367777348002,-0.0234050460636422
"91",0.851340189239783,0.00109332139273817
"92",0.996934316977167,-0.0134841105923139
"93",0.926452587967489,0.00152283279930834
"94",0.679531520380084,0.029635556335582
"95",0.924435130681082,-0.00689904234375043
"96",1.00717070853128,-0.0173997941827186
"97",0.90709001549717,-0.00610900738467281
"98",0.921078975988519,-0.00807543034588359
"99",0.981936575777492,-0.0236453533401946
"100",1.26690758577146,-0.0420458791939663
"101",0.899578232247749,-0.0034564625645963
"102",0.953328041263382,-0.0200758659943538
"103",1.01137040737482,-0.0260144330163247
"104",0.73912281402898,0.0237917696309335
"105",0.88974429999774,-0.0101903624274248
